Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-29 00:00:00+05:30,50.53608685146473,51.20242154395668,50.501018662121545,50.76755142211914,51661,0.0,0.0
1996-01-30 00:00:00+05:30,50.76755510108955,51.34270919197134,50.360743969242925,50.6483154296875,85320,0.0,0.0
1996-01-31 00:00:00+05:30,50.648317305206675,51.69340978002421,50.92186485002478,51.588199615478516,37050,0.0,0.0
1996-02-01 00:00:00+05:30,51.58819006324129,53.06113767914173,51.23047668702061,53.05412292480469,375201,0.0,0.0
1996-02-02 00:00:00+05:30,53.05412884136614,55.69140310142175,52.745513126092646,55.46695327758789,462086,0.0,0.0
1996-02-05 00:00:00+05:30,55.46696667154692,56.81366035474859,54.25354219780151,55.761558532714844,257526,0.0,0.0
1996-02-06 00:00:00+05:30,55.76154582583834,56.392806775207575,54.00803574204,54.59721374511719,378592,0.0,0.0
1996-02-07 00:00:00+05:30,54.597197189149455,55.69138697091937,53.58717885943581,55.42485427856445,76710,0.0,0.0
1996-02-08 00:00:00+05:30,56.1122472594772,60.15233317271696,55.83168496203049,59.843711853027344,370504,0.0,0.0
1996-02-09 00:00:00+05:30,59.84372558522974,62.42489372903778,59.619275695768366,62.00404739379883,323800,0.0,0.0
1996-02-12 00:00:00+05:30,56.11225518107381,61.863763543207796,56.11225518107381,60.20845413208008,125240,0.0,0.0
1996-02-13 00:00:00+05:30,60.20843379836316,61.57616565397177,59.05813139741942,59.95592498779297,150810,0.0,0.0
1996-02-14 00:00:00+05:30,59.95594378845718,62.00404042200566,60.32067202532265,60.33470153808594,162552,0.0,0.0
1996-02-15 00:00:00+05:30,60.334702995006815,60.60123581895961,58.92488213817881,60.20845413208008,51400,0.0,0.0
1996-02-16 00:00:00+05:30,60.20844717159752,59.612254368653645,58.2164576012935,58.602230072021484,50879,0.0,0.0
1996-02-19 00:00:00+05:30,58.60222235647826,59.605231765314564,56.81364418313008,57.54310607910156,54010,0.0,0.0
1996-02-20 00:00:00+05:30,57.54311019828187,58.07617575253758,56.638301707110905,57.72547149658203,215779,0.0,0.0
1996-02-21 00:00:00+05:30,57.72547149658203,57.72547149658203,57.72547149658203,57.72547149658203,0,0.0,0.0
1996-02-22 00:00:00+05:30,57.72547296033089,59.61926146952144,57.935898870237764,59.275577545166016,80884,0.0,0.0
1996-02-23 00:00:00+05:30,59.275574372121156,60.88178574495462,58.77757702349273,60.608238220214844,229347,0.0,0.0
1996-02-26 00:00:00+05:30,60.608236569996556,61.02206243090118,57.60623421971359,57.851722717285156,167509,0.0,0.0
1996-02-27 00:00:00+05:30,57.85173148530051,60.320668685052524,58.78459908744991,59.7244758605957,232217,0.0,0.0
1996-02-28 00:00:00+05:30,59.724474943608634,59.82267594100884,59.058145739444036,59.56315231323242,121849,0.0,0.0
1996-02-29 00:00:00+05:30,59.56315715105881,60.04011591003811,58.91786657714231,59.28260040283203,441996,0.0,0.0
1996-03-01 00:00:00+05:30,59.28258071654757,59.61924981961962,59.24049777678798,59.45091247558594,98366,0.0,0.0
1996-03-04 00:00:00+05:30,59.45093014697967,60.243519408854574,59.19842684837188,59.89982986450195,110890,0.0,0.0
1996-03-05 00:00:00+05:30,59.89982986450195,59.89982986450195,59.89982986450195,59.89982986450195,0,0.0,0.0
1996-03-06 00:00:00+05:30,59.89982467551625,60.040108617587975,59.549125990329934,59.58419418334961,32353,0.0,0.0
1996-03-07 00:00:00+05:30,59.584191666277945,59.96996411318389,58.91785693207711,59.33870315551758,45399,0.0,0.0
1996-03-08 00:00:00+05:30,59.33869442367895,59.33869442367895,58.65131552470694,59.20542526245117,104367,0.0,0.0
1996-03-11 00:00:00+05:30,59.20543682454957,58.426877137954584,57.52908336039163,57.795616149902344,78536,0.0,0.0
1996-03-12 00:00:00+05:30,57.79561272193594,58.9178562735764,57.42386978979862,58.44791793823242,76188,0.0,0.0
1996-03-13 00:00:00+05:30,58.44792334171866,59.33870797815215,57.97097020705207,59.14932632446289,81406,0.0,0.0
1996-03-14 00:00:00+05:30,59.14933266915037,59.82969704223994,58.48299780931971,58.68640899658203,85320,0.0,0.0
1996-03-15 00:00:00+05:30,58.68639169337227,58.74250414486631,58.391799926779655,58.539093017578125,113760,0.0,0.0
1996-03-18 00:00:00+05:30,58.53909837668072,58.833690170242456,58.216453147301586,58.82667541503906,224129,0.0,0.0
1996-03-19 00:00:00+05:30,58.82668480603338,58.49702476882446,57.94292045425786,58.265560150146484,113238,0.0,0.0
1996-03-20 00:00:00+05:30,58.26556015014648,58.26556015014648,58.26556015014648,58.265560150146484,0,0.0,0.0
1996-03-21 00:00:00+05:30,58.26555017720906,59.21244717381932,58.53208853188149,59.19841766357422,132546,0.0,0.0
1996-03-22 00:00:00+05:30,59.19842242344131,59.33870636717965,58.917860120961194,59.21245193481445,127067,0.0,0.0
1996-03-25 00:00:00+05:30,59.21246281975326,60.32067713702539,58.910861779767124,59.82268524169922,213953,0.0,0.0
1996-03-26 00:00:00+05:30,59.82267298510294,60.11024445221865,59.26856314749528,59.92788314819336,137765,0.0,0.0
1996-03-27 00:00:00+05:30,59.92789077689596,65.65134001558877,60.320672457102425,61.52007293701172,206647,0.0,0.0
1996-03-28 00:00:00+05:30,61.52006323554184,65.92487719535367,61.625273395434085,63.603233337402344,980271,0.0,0.0
1996-03-29 00:00:00+05:30,63.603235323076355,65.23049105954205,61.72347631198545,63.133296966552734,541406,0.0,0.0
1996-04-01 00:00:00+05:30,63.13329763583405,64.38880485172163,61.72347696632114,63.82067108154297,353022,0.0,0.0
1996-04-02 00:00:00+05:30,63.820670826576446,64.51505902513027,61.723476719733,62.67036819458008,307884,0.0,0.0
1996-04-03 00:00:00+05:30,62.67035213332102,63.687385318434615,62.56514199641254,62.62826919555664,46704,0.0,0.0
1996-04-04 00:00:00+05:30,65.18138925849793,65.18138925849793,61.44291015295017,61.89881896972656,48791,0.0,0.0
1996-04-05 00:00:00+05:30,61.89881896972656,61.89881896972656,61.89881896972656,61.89881896972656,0,0.0,0.0
1996-04-08 00:00:00+05:30,61.89882622452538,63.11927088569829,61.87077278581865,62.15834426879883,48009,0.0,0.0
1996-04-09 00:00:00+05:30,62.158357684662256,63.09122547920248,61.09222625375799,61.30264663696289,73318,0.0,0.0
1996-04-10 00:00:00+05:30,61.302644592053,62.70545082329002,61.723490929422326,62.36176681518555,350413,0.0,0.0
1996-04-11 00:00:00+05:30,62.36176503814567,62.565170651329375,62.144329910949956,62.452945709228516,151332,0.0,0.0
1996-04-12 00:00:00+05:30,65.1814076402267,65.1814076402267,61.86376822532946,62.375789642333984,50096,0.0,0.0
1996-04-15 00:00:00+05:30,62.37576931000413,64.51505170775347,62.70542927541136,64.23448944091797,584718,0.0,0.0
1996-04-16 00:00:00+05:30,64.23450186958405,65.79161577056061,64.42388353071473,65.27959442138672,192036,0.0,0.0
1996-04-17 00:00:00+05:30,65.27959550937855,68.4569505846644,65.79161686708612,68.18340301513672,795541,0.0,0.0
1996-04-18 00:00:00+05:30,68.18339878140885,69.84572277916755,67.61526499381911,67.88179779052734,428428,0.0,0.0
1996-04-19 00:00:00+05:30,68.30963771224769,69.01805528573497,67.75552797709504,67.90983581542969,162291,0.0,0.0
1996-04-22 00:00:00+05:30,67.90984909605316,69.01806878308473,66.77357597156339,67.46796417236328,198037,0.0,0.0
1996-04-23 00:00:00+05:30,67.46795350433793,68.73749561475479,66.56314511818181,67.8607406616211,271355,0.0,0.0
1996-04-24 00:00:00+05:30,67.86075211122939,70.28059149876245,68.59722326852311,70.15434265136719,356153,0.0,0.0
1996-04-25 00:00:00+05:30,71.5431089078402,71.5431089078402,64.66935860425407,66.92086029052734,329801,0.0,0.0
1996-04-26 00:00:00+05:30,66.92086578455954,69.99301583205845,65.23048848490383,67.32768249511719,257787,0.0,0.0
1996-04-29 00:00:00+05:30,67.3276815588242,66.66836159277644,65.77758263109187,66.0511245727539,175859,0.0,0.0
1996-04-30 00:00:00+05:30,66.0511178559022,68.03609230736024,65.3988182963543,67.06114196777344,381202,0.0,0.0
1996-05-01 00:00:00+05:30,67.0611570917536,69.36877167368456,68.42889489441632,68.88480377197266,195428,0.0,0.0
1996-05-02 00:00:00+05:30,68.88478629497727,68.73749321052132,67.62225898322437,68.32366180419922,92365,0.0,0.0
1996-05-03 00:00:00+05:30,68.32366890909795,68.03609746454097,66.9208631212721,67.11024475097656,74622,0.0,0.0
1996-05-06 00:00:00+05:30,67.11023888800315,66.80162320544204,65.9318830227739,66.02306365966797,120283,0.0,0.0
1996-05-07 00:00:00+05:30,66.02308316537716,66.8437258948592,65.93891725799308,66.1773910522461,163596,0.0,0.0
1996-05-08 00:00:00+05:30,66.1773879805225,67.09622608763576,65.58820990119003,66.98400115966797,185774,0.0,0.0
1996-05-09 00:00:00+05:30,66.63329878618805,66.7735771459393,66.10724237087851,66.33870697021484,92365,0.0,0.0
1996-05-10 00:00:00+05:30,66.33870081744368,65.5110434921839,64.38879996326976,64.5992202758789,184991,0.0,0.0
1996-05-13 00:00:00+05:30,64.59922401902419,65.65133122802943,63.55413715050826,64.9499282836914,344934,0.0,0.0
1996-05-14 00:00:00+05:30,64.94994608681084,65.50405607267136,64.66938371517274,65.3146743774414,172467,0.0,0.0
1996-05-15 00:00:00+05:30,65.31464999132983,68.73048372255522,66.91385212008421,68.34471130371094,429211,0.0,0.0
1996-05-16 00:00:00+05:30,69.29863215779254,70.8417164518442,69.01806985387499,69.277587890625,1184570,0.0,0.0
1996-05-17 00:00:00+05:30,69.29864380808046,69.7124697853072,68.77258730542222,69.19342803955078,399466,0.0,0.0
1996-05-20 00:00:00+05:30,67.76957089328751,68.38680236874073,67.1944167816193,67.43991088867188,321973,0.0,0.0
1996-05-21 00:00:00+05:30,67.33467594206692,67.67835974645448,66.11423178160446,67.26453399658203,379375,0.0,0.0
1996-05-22 00:00:00+05:30,67.2645604837002,68.00103723881163,67.34872638342893,67.49602508544922,169075,0.0,0.0
1996-05-23 00:00:00+05:30,67.49599424330184,67.65731679822981,67.19438780626616,67.4048080444336,209517,0.0,0.0
1996-05-24 00:00:00+05:30,67.4048316381082,68.70944203939364,67.29962148219784,68.00102996826172,419035,0.0,0.0
1996-05-27 00:00:00+05:30,68.00103548908073,68.03610368223259,66.92086923704454,67.43991088867188,594111,0.0,0.0
1996-05-28 00:00:00+05:30,66.77357577445858,66.99101085785485,60.7415114841068,66.78760528564453,1147520,0.0,0.0
1996-05-29 00:00:00+05:30,67.4749721382364,68.73749956673628,67.4749721382364,68.62527465820312,1147781,0.0,0.0
1996-05-30 00:00:00+05:30,68.62528694050307,68.87779023739678,67.6994340718969,67.90283966064453,555234,0.0,0.0
1996-05-31 00:00:00+05:30,67.90282360486314,68.28158125314404,67.75553051525269,68.0080337524414,177946,0.0,0.0
1996-06-03 00:00:00+05:30,68.00801940442734,69.01804331008336,68.44288941200284,68.75151062011719,607679,0.0,0.0
1996-06-04 00:00:00+05:30,68.7515284065165,70.06314793659647,69.06014410947697,69.1443099975586,690129,0.0,0.0
1996-06-05 00:00:00+05:30,68.88480657526426,69.7896151961564,68.73751344744393,69.63530731201172,1215098,0.0,0.0
1996-06-06 00:00:00+05:30,69.85272138963131,71.99901836387875,69.85272138963131,71.2485122680664,1680316,0.0,0.0
1996-06-07 00:00:00+05:30,71.11524792230863,72.80563053437828,70.82065617354733,72.49700927734375,1024105,0.0,0.0
1996-06-10 00:00:00+05:30,72.94592581824527,75.40083901191083,72.27959104032249,73.96295928955078,2719816,0.0,0.0
1996-06-11 00:00:00+05:30,74.97040687038994,75.46704105027602,73.92747565755752,75.23291778564453,1369562,1.149784,0.0
1996-06-12 00:00:00+05:30,75.77213252325747,76.48160923969651,68.8121629408696,73.84235382080078,1846782,0.0,0.0
1996-06-13 00:00:00+05:30,74.92074317213783,75.77211846345965,74.70790076162828,75.50251770019531,957832,0.0,0.0
1996-06-14 00:00:00+05:30,75.59475173819324,76.48159892647561,75.20453874937763,76.20490264892578,1792511,0.0,0.0
1996-06-17 00:00:00+05:30,76.41064655698796,76.6234889698986,75.02716522378502,75.23291778564453,1134474,0.0,0.0
1996-06-18 00:00:00+05:30,74.92784657438719,76.76539490781157,74.6724367846966,76.26876068115234,1777899,0.0,0.0
1996-06-19 00:00:00+05:30,75.4883338220107,75.7721256125604,74.42411601977038,74.7433853149414,465478,0.0,0.0
1996-06-20 00:00:00+05:30,74.35318125263765,75.06265798970892,72.65753145558737,74.84272003173828,524707,0.0,0.0
1996-06-21 00:00:00+05:30,74.21127203128903,74.77885560047335,73.75011532445032,73.8707275390625,201168,0.0,0.0
1996-06-24 00:00:00+05:30,73.99843914291485,73.99843914291485,73.1186873219289,73.55856323242188,241610,0.0,0.0
1996-06-25 00:00:00+05:30,73.91328568118865,73.91328568118865,72.26020368511844,72.60075378417969,370765,0.0,0.0
1996-06-26 00:00:00+05:30,72.36662811465807,73.00515534193305,71.65715153459134,72.1537857055664,233261,0.0,0.0
1996-06-27 00:00:00+05:30,71.6571430785579,72.93420303168965,71.6571430785579,72.82068634033203,202733,0.0,0.0
1996-06-28 00:00:00+05:30,72.79231872765173,74.17580014616655,72.50852694317638,73.09030151367188,327974,0.0,0.0
1996-07-01 00:00:00+05:30,72.82778628067736,73.35989227306173,72.15378159080164,72.48014068603516,196471,0.0,0.0
1996-07-02 00:00:00+05:30,72.50852690984487,74.06937889909979,72.15379141637679,73.71463775634766,476698,0.0,0.0
1996-07-03 00:00:00+05:30,71.65716917353095,73.21092027222406,71.08958551004922,72.74976348876953,802585,0.0,0.0
1996-07-04 00:00:00+05:30,72.43758869382218,74.92075428425478,72.15379688795673,74.0339126586914,996187,0.0,0.0
1996-07-05 00:00:00+05:30,74.63695773316694,75.55928245591178,74.11194716265801,74.61567687988281,863640,0.0,0.0
1996-07-08 00:00:00+05:30,75.91402632029691,75.91402632029691,74.63696595899052,75.36772918701172,308927,0.0,0.0
1996-07-09 00:00:00+05:30,75.20453075074342,76.19779904403451,74.9562165020623,75.67278289794922,686477,0.0,0.0
1996-07-10 00:00:00+05:30,75.06264698943112,75.63022490633983,74.14032793133093,75.13359069824219,229608,0.0,0.0
1996-07-11 00:00:00+05:30,75.36061899366652,75.8359666671856,75.24710228815695,75.50251770019531,154463,0.0,0.0
1996-07-12 00:00:00+05:30,75.50252839494769,76.11267371188274,75.41738802911377,75.6869888305664,196471,0.0,0.0
1996-07-15 00:00:00+05:30,75.08392273014739,75.71536011070486,75.07682722989259,75.50251770019531,111151,0.0,0.0
1996-07-16 00:00:00+05:30,75.55927105882297,75.70825960647545,74.51633992668907,74.92073822021484,204821,0.0,0.0
1996-07-17 00:00:00+05:30,75.13358258625772,78.04243816268664,75.13358258625772,77.74446105957031,986533,0.0,0.0
1996-07-18 00:00:00+05:30,78.04245114540383,80.13540931249676,78.04245114540383,78.9292984008789,468088,0.0,0.0
1996-07-19 00:00:00+05:30,80.88035413479416,80.88035413479416,78.21981813964999,79.000244140625,510617,0.0,0.0
1996-07-22 00:00:00+05:30,80.0289741940931,80.0289741940931,78.34042034095842,79.02151489257812,119239,0.0,0.0
1996-07-23 00:00:00+05:30,78.92929271342753,79.24855634656495,74.5305342587769,75.41028594970703,493658,0.0,0.0
1996-07-24 00:00:00+05:30,75.27549365976637,76.32552049179961,73.00516491623902,74.57311248779297,640816,0.0,0.0
1996-07-25 00:00:00+05:30,74.4950485905669,75.34642377033913,73.93456063671053,74.09774017333984,229869,0.0,0.0
1996-07-26 00:00:00+05:30,73.78557798976124,74.45958268806633,73.2747528411137,74.01261138916016,207430,0.0,0.0
1996-07-29 00:00:00+05:30,73.92747963448147,74.70790562332596,71.67134767654663,72.5652847290039,346239,0.0,0.0
1996-07-30 00:00:00+05:30,72.22473372841868,72.3595312820289,66.97460035345996,71.26693725585938,572194,0.0,0.0
1996-07-31 00:00:00+05:30,72.2247146450858,73.21797705702107,69.81249382478154,72.763916015625,686216,0.0,0.0
1996-08-01 00:00:00+05:30,72.65044500592835,73.35992183139919,69.84800956806856,70.06085205078125,720135,0.0,0.0
1996-08-02 00:00:00+05:30,69.56420239437577,70.38010028159374,67.69118217968222,70.06793212890625,1023062,0.0,0.0
1996-08-05 00:00:00+05:30,70.23819370345234,70.94767023633722,69.52871717056746,70.54326629638672,360850,0.0,0.0
1996-08-06 00:00:00+05:30,70.38010211195,72.08284729238295,69.95441722916287,71.31661224365234,565671,0.0,0.0
1996-08-07 00:00:00+05:30,71.34499094994102,72.70718590144534,70.70645800600036,70.983154296875,280487,0.0,0.0
1996-08-08 00:00:00+05:30,71.92675865978666,71.92675865978666,70.69936129952814,70.8767318725586,121327,0.0,0.0
1996-08-09 00:00:00+05:30,70.80577644928749,71.51525297475568,70.25947946818417,70.96895599365234,327713,0.0,0.0
1996-08-12 00:00:00+05:30,71.08957254562229,71.2314712602575,70.23820285494685,71.02571868896484,147679,0.0,0.0
1996-08-13 00:00:00+05:30,70.5219990050221,71.16052631259677,69.81252233573325,70.06793212890625,522620,0.0,0.0
1996-08-14 00:00:00+05:30,70.30913254884156,70.30913254884156,69.24491508384402,69.55708312988281,169597,0.0,0.0
1996-08-15 00:00:00+05:30,69.55708312988281,69.55708312988281,69.55708312988281,69.55708312988281,0,0.0,0.0
1996-08-16 00:00:00+05:30,69.8125044833655,69.8125044833655,66.1232233569113,66.63404846191406,416948,0.0,0.0
1996-08-19 00:00:00+05:30,65.28605953553223,66.1161484714879,64.13670692789007,64.46306610107422,239523,0.0,0.0
1996-08-20 00:00:00+05:30,64.56239313426768,65.8323522341768,64.21474747995181,65.57694244384766,372852,0.0,0.0
1996-08-21 00:00:00+05:30,67.11650745341638,68.53546076494746,66.69791809077849,68.17362976074219,320408,0.0,0.0
1996-08-22 00:00:00+05:30,68.78379640015031,69.91895817859718,67.82599958916181,69.5500259399414,638467,0.0,0.0
1996-08-23 00:00:00+05:30,68.96113144518432,70.62840435042851,68.96113144518432,70.08920288085938,282574,0.0,0.0
1996-08-26 00:00:00+05:30,70.0963044353514,70.50070274781903,69.95440573155498,70.2311019897461,204299,0.0,0.0
1996-08-27 00:00:00+05:30,69.98279519018864,71.37336648017391,69.60676753955285,71.01863098144531,507747,0.0,0.0
1996-08-28 00:00:00+05:30,71.0895848851847,71.44432608406392,69.8125301275034,71.2243881225586,210039,0.0,0.0
1996-08-29 00:00:00+05:30,71.1250532378183,71.50817074565614,70.66389086850356,70.74193572998047,138025,0.0,0.0
1996-08-30 00:00:00+05:30,70.9476761521393,72.61494360126241,70.9476761521393,72.26020812988281,727180,0.0,0.0
1996-09-02 00:00:00+05:30,73.64369178380508,74.21126968576647,71.79904806689991,73.49469757080078,596720,0.0,0.0
1996-09-03 00:00:00+05:30,73.64370033384874,74.06938522206283,69.7061038192994,70.65679931640625,731355,0.0,0.0
1996-09-04 00:00:00+05:30,70.6638774964391,72.06154404328433,70.23819271257015,71.60748291015625,417208,0.0,0.0
1996-09-05 00:00:00+05:30,72.20345131816762,72.94839977846878,71.72810362964199,72.3524398803711,608462,0.0,0.0
1996-09-06 00:00:00+05:30,72.40920295246725,72.77812945641445,71.51526587172151,71.77067565917969,259092,0.0,0.0
1996-09-09 00:00:00+05:30,71.37337075385362,71.65716255939981,68.2516721914145,68.7412109375,921042,0.0,0.0
1996-09-10 00:00:00+05:30,67.82597653727417,68.28713320493318,66.69081514463248,66.99588775634766,1126646,0.0,0.0
1996-09-11 00:00:00+05:30,70.94766800067735,70.94766800067735,65.62659134707371,66.07356262207031,1398524,0.0,0.0
1996-09-12 00:00:00+05:30,65.69755151010806,66.37864613473123,64.13669954037947,65.23638916015625,1550378,0.0,0.0
1996-09-13 00:00:00+05:30,65.555651380913,65.6975500928913,64.63333235018949,64.7468490600586,640033,0.0,0.0
1996-09-16 00:00:00+05:30,63.427220480286486,64.09412972725364,63.143434359660425,63.61878204345703,724832,0.0,0.0
1996-09-17 00:00:00+05:30,63.99480474031051,65.05192697664017,63.852911678400595,64.3708267211914,1119601,0.0,0.0
1996-09-18 00:00:00+05:30,64.57658746170077,68.80507166289973,64.57658746170077,68.38648223876953,1224230,0.0,0.0
1996-09-19 00:00:00+05:30,68.10977244387225,68.94695677593404,65.2718659648714,65.49889373779297,1570991,0.0,0.0
1996-09-20 00:00:00+05:30,65.52018568812939,66.69082475024294,64.31407476932795,65.04483795166016,935915,0.0,0.0
1996-09-23 00:00:00+05:30,64.278600529676,65.6975538345696,64.278600529676,65.22220611572266,743618,0.0,0.0
1996-09-24 00:00:00+05:30,65.12997090578247,65.69755449314322,64.13670245254326,64.8036117553711,813022,0.0,0.0
1996-09-25 00:00:00+05:30,65.27185960252218,66.53472865347965,65.12996090283332,65.37118530273438,456868,0.0,0.0
1996-09-26 00:00:00+05:30,65.36409741435351,65.55565333717145,64.56948607084155,64.9809799194336,239001,0.0,0.0
1996-09-27 00:00:00+05:30,64.58367861743938,64.70429084487078,63.29952842343998,63.9096794128418,391377,0.0,0.0
1996-09-30 00:00:00+05:30,63.285353813729,64.4134202141471,62.16437726739225,63.54785919189453,857639,0.0,0.0
1996-10-01 00:00:00+05:30,63.5762266517115,63.85292297327158,61.19238098524892,62.1998405456543,583153,0.0,0.0
1996-10-02 00:00:00+05:30,62.1998405456543,62.1998405456543,62.1998405456543,62.1998405456543,0,0.0,0.0
1996-10-03 00:00:00+05:30,62.64680810690929,62.92350441144588,61.01500663563181,61.7315788269043,564367,0.0,0.0
1996-10-04 00:00:00+05:30,61.589674500406126,62.12887600839082,57.41085433959961,57.41085433959961,1383651,0.0,0.0
1996-10-07 00:00:00+05:30,55.62297481909831,56.47434443271158,54.06212864437949,56.07704162597656,1222403,0.0,0.0
1996-10-08 00:00:00+05:30,55.062490575662956,57.88621166241737,54.62971023924512,57.09159469604492,1211706,0.0,0.0
1996-10-09 00:00:00+05:30,57.446344099938386,58.03520858439142,55.49527890549571,56.445980072021484,1999680,0.0,0.0
1996-10-10 00:00:00+05:30,56.47435019144964,58.59569024034669,56.048665341235555,58.340274810791016,1742414,0.0,0.0
1996-10-11 00:00:00+05:30,58.59568792437981,60.73121324107008,57.609515047410376,60.000450134277344,2831489,0.0,0.0
1996-10-14 00:00:00+05:30,59.45415653702747,60.16363318355188,58.88657296009429,59.62443161010742,1484105,0.0,0.0
1996-10-15 00:00:00+05:30,59.52510056457171,61.1568961404832,58.70920277661596,60.46870040893555,1568121,0.0,0.0
1996-10-16 00:00:00+05:30,60.16363318355188,60.894396332692835,59.31226346743624,59.62443161010742,843810,0.0,0.0
1996-10-17 00:00:00+05:30,59.25550387274414,59.59604836251082,58.177095099083616,59.439964294433594,1427225,0.0,0.0
1996-10-18 00:00:00+05:30,59.59605287317961,60.02174340385439,59.18455899431147,59.48963165283203,803368,0.0,0.0
1996-10-21 00:00:00+05:30,59.489631652832024,59.489631652832024,59.489631652832024,59.48963165283203,0,0.0,0.0
1996-10-22 00:00:00+05:30,60.15653103486158,61.93732077989415,60.15653103486158,61.46196746826172,1164740,0.0,0.0
1996-10-23 00:00:00+05:30,62.00826089338501,63.427213947503134,61.007902775251466,62.94477081298828,963833,0.0,0.0
1996-10-24 00:00:00+05:30,62.86672974845284,63.14342598123998,60.02172822501349,60.582210540771484,1064287,0.0,0.0
1996-10-25 00:00:00+05:30,60.44743679094666,61.2988066735256,59.96499348086625,61.08596420288086,711003,0.0,0.0
1996-10-28 00:00:00+05:30,61.36974925769213,61.830911659262256,61.036294584095025,61.20656967163086,519749,0.0,0.0
1996-10-29 00:00:00+05:30,61.156904642678676,61.156904642678676,58.6027897187497,59.113609313964844,1056720,0.0,0.0
1996-10-30 00:00:00+05:30,59.113609313964844,59.113609313964844,59.113609313964844,59.113609313964844,0,0.0,0.0
1996-10-31 00:00:00+05:30,56.75813932230476,59.59604572349162,56.75813932230476,58.84400177001953,1198660,0.0,0.0
1996-11-01 00:00:00+05:30,59.886940925842254,60.44742903961936,58.54603240287149,58.8369140625,2094915,0.0,0.0
1996-11-04 00:00:00+05:30,59.354819472277555,59.354819472277555,57.46760867685094,57.8932991027832,1106556,0.0,0.0
1996-11-05 00:00:00+05:30,57.46762301980289,58.389942149165854,55.06249665231615,55.82163619995117,2093611,0.0,0.0
1996-11-06 00:00:00+05:30,56.048662057962005,56.43887503089464,54.34591710756669,55.977718353271484,1943322,0.0,0.0
1996-11-07 00:00:00+05:30,56.19056321377396,57.041932901418505,55.97062529122793,56.8929443359375,1091683,0.0,0.0
1996-11-08 00:00:00+05:30,56.76523163002014,57.66626974285385,56.75813613000936,57.41085433959961,665081,0.0,0.0
1996-11-11 00:00:00+05:30,56.04865187789948,60.44740933825227,56.04865187789948,59.63151168823242,1473929,0.0,0.0
1996-11-12 00:00:00+05:30,59.63151168823242,59.63151168823242,59.63151168823242,59.63151168823242,0,0.0,0.0
